D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_27_835.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_27_835.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_27_835.jpg, 0, 0, 0, 3.742744
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_27_945.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_27_945.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_27_945.jpg, 0, 0, 0, 3.697715
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_046.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_046.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_046.jpg, 0, 0, 0, 3.660518
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_172.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_172.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_172.jpg, 0, 0.3772146, 0, 3.978819
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_285.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_285.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_285.jpg, -0.0776886, 0.7172076, 0, 4.861284
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_411.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_411.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_411.jpg, -0.454974, 1, 0, 6.132549
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_522.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_522.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_522.jpg, -0.1218075, 1, 0, 7.507672
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_627.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_627.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_627.jpg, 0, 1, 0, 8.633162
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_727.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_727.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_727.jpg, 0, 1, 0, 9.753703
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_833.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_833.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_833.jpg, 0, 1, 0, 10.86344
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_28_935.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_28_935.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_28_935.jpg, 0, 1, 0, 12.0921
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_044.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_044.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_044.jpg, -0.1124748, 1, 0, 13.1605
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_168.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_168.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_168.jpg, -0.4297689, 1, 0, 14.14727
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_261.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_261.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_261.jpg, -0.09769619, 1, 0, 15.36716
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_376.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_376.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_376.jpg, 0, 0.6528487, 0, 16.42451
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_507.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_507.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_507.jpg, 0, 0.2605699, 0, 16.43734
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_618.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_618.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_618.jpg, 0, 0, 0, 16.28839
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_741.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_741.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_741.jpg, -0.3660699, 0, 0, 16.03079
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_843.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_843.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_843.jpg, -0.6728355, 0.3067656, 0, 16.3869
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_29_970.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_29_970.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_29_970.jpg, -0.7232268, 0.5204907, 0, 16.7219
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_091.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_091.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_091.jpg, -0.3990132, 0.1962771, 0, 17.04095
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_196.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_196.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_196.jpg, -0.09062581, 0, 0, 16.39569
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_297.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_297.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_297.jpg, 0, 0, 0, 16.72093
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_386.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_386.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_386.jpg, 0, 0.3081051, 0, 16.29829
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_486.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_486.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_486.jpg, 0, 0.6090249, 0, 17.18527
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_612.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_612.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_612.jpg, 0, 0.2290506, 0, 17.58186
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_725.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_725.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_725.jpg, 0, 0, 0, 17.44334
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_839.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_839.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_839.jpg, 0.3019863, 0, 0, 16.68653
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_30_941.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_30_941.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_30_941.jpg, 0, 0, 0, 17.04685
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_044.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_044.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_044.jpg, 0, 0, 0, 16.33157
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_144.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_144.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_144.jpg, 0, 0.0941316, 0, 16.70246
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_233.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_233.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_233.jpg, 0, 0.4074066, 0, 16.34553
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_334.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_334.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_334.jpg, 0, 0.7118838, 0, 17.38678
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_437.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_437.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_437.jpg, 0, 1, 0, 18.07169
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_538.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_538.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_538.jpg, 0, 1, 0, 19.33648
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_665.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_665.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_665.jpg, 0, 1, 0, 20.57426
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_774.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_774.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_774.jpg, 0, 1, 0, 21.64804
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_31_902.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_31_902.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_31_902.jpg, 0, 1, 0, 22.99844
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_007.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_007.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_007.jpg, 0, 1, 0, 23.9855
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_136.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_136.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_136.jpg, 0, 1, 0, 25.1434
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_245.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_245.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_245.jpg, 0, 1, 0, 26.28935
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_348.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_348.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_348.jpg, 0, 1, 0, 27.23374
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_447.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_447.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_447.jpg, 0, 1, 0, 28.16874
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_573.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_573.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_573.jpg, 0, 1, 0, 29.27825
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_683.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_683.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_683.jpg, 0, 1, 0, 30.19243
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_809.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_809.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_809.jpg, 0, 1, 0, 30.19044
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_32_920.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_32_920.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_32_920.jpg, -0.3332574, 1, 0, 30.16767
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_045.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_045.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_045.jpg, 0, 1, 0, 30.18982
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_168.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_168.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_168.jpg, 0, 0.6308227, 0, 30.08731
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_273.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_273.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_273.jpg, 0, 0.3130848, 0, 30.03746
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_377.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_377.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_377.jpg, 0, 0.003274545, 0, 29.83287
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_479.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_479.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_479.jpg, 0, 0, 0, 29.46967
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_581.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_581.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_581.jpg, 0, 0, 0, 29.17389
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_691.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_691.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_691.jpg, -0.3262272, 0.3262272, 0, 29.04615
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_798.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_798.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_798.jpg, -0.005540378, 0.005540378, 0, 28.85351
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_33_902.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_33_902.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_33_902.jpg, 0, 0, 0, 28.566
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_009.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_009.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_009.jpg, 0, 0, 0, 28.27875
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_111.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_111.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_111.jpg, 0, 0, 0, 27.99476
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_213.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_213.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_213.jpg, 0, 0, 0, 27.71366
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_315.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_315.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_315.jpg, -0.3088317, 0.08338051, 0, 27.36802
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_420.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_420.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_420.jpg, -0.45756, 0.2321088, 0, 27.18949
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_522.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_522.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_522.jpg, -0.1479828, 0, 0, 26.97619
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_626.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_626.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_626.jpg, 0, 0, 0, 26.68624
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_729.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_729.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_729.jpg, 0, 0, 0, 26.41537
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_836.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_836.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_836.jpg, 0, 0, 0, 26.14982
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_34_941.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_34_941.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_34_941.jpg, 0, 0, 0, 25.83433
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_044.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_044.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_044.jpg, 0, 0.3099234, 0, 25.83877
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_149.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_149.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_149.jpg, 0, 0.438411, 0, 26.18433
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_250.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_250.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_250.jpg, 0, 0.1371825, 0, 26.21521
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_358.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_358.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_358.jpg, 0, 0, 0, 25.91116
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_462.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_462.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_462.jpg, 0, 0.0955416, 0, 25.68632
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_588.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_588.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_588.jpg, 0, 0.4767432, 0, 25.84044
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_702.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_702.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_702.jpg, 0, 0.8164806, 0, 26.59188
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_811.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_811.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_811.jpg, 0, 1, 0, 27.49545
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_35_914.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_35_914.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_35_914.jpg, 0, 1, 0, 28.42851
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_015.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_015.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_015.jpg, 0, 1, 0, 29.35069
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_119.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_119.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_119.jpg, 0, 1, 0, 30.19119
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_223.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_223.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_223.jpg, 0, 1, 0, 30.19024
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_326.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_326.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_326.jpg, 0, 1, 0, 30.19024
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_427.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_427.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_427.jpg, 0, 1, 0, 30.19025
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_531.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_531.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_531.jpg, 0, 1, 0, 30.19066
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_634.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_634.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_634.jpg, 0, 1, 0, 30.19045
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_744.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_744.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_744.jpg, 0, 0.6721126, 0, 30.10027
D:\projects\studyfolder\NTI\Project\IMG\center_2025_02_24_20_24_36_844.jpg, D:\projects\studyfolder\NTI\Project\IMG\left_2025_02_24_20_24_36_844.jpg, D:\projects\studyfolder\NTI\Project\IMG\right_2025_02_24_20_24_36_844.jpg, 0, 0.3691645, 0, 30.02516
